06:44:20,463 INFO  [org.jboss.modules] (main) JBoss Modules version 1.1.3.GA
06:44:22,593 INFO  [org.jboss.msc] (main) JBoss MSC version 1.0.2.GA
06:44:23,031 INFO  [org.jboss.as] (MSC service thread 1-2) JBAS015899: JBoss AS 7.1.4.Final-SNAPSHOT "Arges" starting
06:44:24,069 INFO  [org.xnio] (MSC service thread 1-1) XNIO Version 3.0.7.GA
06:44:24,226 INFO  [org.xnio.nio] (MSC service thread 1-1) XNIO NIO Implementation Version 3.0.7.GA
06:44:24,281 INFO  [org.jboss.remoting] (MSC service thread 1-1) JBoss Remoting version 3.2.13.GA
06:45:05,372 INFO  [org.jboss.as.logging] (MSC service thread 1-1) JBAS011502: Removing bootstrap log handlers
17:30:21,295 INFO  [org.jboss.as.logging] (MSC service thread 1-2) JBAS011503: Restored bootstrap log handlers
17:30:21,296 INFO  [org.jboss.as.messaging] (ServerService Thread Pool -- 128) JBAS011605: Unbound messaging object to jndi name java:/ConnectionFactory
17:30:21,332 INFO  [org.jboss.osgi.framework] (MSC service thread 1-1) JBOSGI011005: Bundle uninstalled: jboss-osgi-logging:1.0.0
17:30:21,361 INFO  [org.jboss.as.jpa] (ServerService Thread Pool -- 139) JBAS011403: Stopping Persistence Unit Service 'rce.ear/rce-ejb.jar#rcePU'
17:30:21,363 INFO  [org.infinispan.remoting.transport.jgroups.JGroupsTransport] (ServerService Thread Pool -- 139) ISPN000078: Starting JGroups Channel
17:30:21,441 INFO  [stdout] (ServerService Thread Pool -- 139) 
17:30:21,441 INFO  [stdout] (ServerService Thread Pool -- 139) -------------------------------------------------------------------
17:30:21,441 INFO  [stdout] (ServerService Thread Pool -- 139) GMS: address=devazapp10:tier1/hibernate, cluster=hibernate, physical address=10.251.30.5:55200
17:30:21,441 INFO  [stdout] (ServerService Thread Pool -- 139) -------------------------------------------------------------------
